mc,country,bge
1,LTU,-0.0039051547963038225
1,LUX,-0.0013837041793945959
1,LVA,-0.0026529200766172156
1,MAR,0.01646093411795868
1,MDA,-0.0005541759666156665
1,MDG,0.010607512693507681
1,MEX,0.012357611771325105
1,MKD,0.0008917333310896058
1,MLI,0.02186630999013306
1,MMR,0.015249944467395249
1,MNE,0.003442281502947786
1,MNG,-0.014713984138057357
1,MOZ,0.021844391393538
1,MRT,0.02406627293342778
1,MUS,0.012416120040021239
1,MWI,0.012581847433071003
1,MYS,0.020535776615087098
1,NAM,0.015499633654617817
1,NCL,NaN
1,NER,0.021306033269677283
1,NGA,0.017375743196593296
1,NIC,0.016803689286407852
1,NLD,0.0691412636848785
1,NOR,-0.0038368039728636782
1,NPL,0.009293349219613
1,NZL,0.020442301309235855
1,OMN,0.023801984158968725
1,PAK,0.015220126269432033
1,PAN,0.016300863484093986
1,PER,0.008117447483413587
1,PHL,0.02513556374265402
1,PLW,0.05333996814616193
1,PNG,0.011676152211443691
1,POL,-0.002178542791017146
1,PRI,0.021718414220975424
1,PRK,NaN
1,PRT,0.0076557452470344955
1,PRY,0.013476438389236955
1,PSX,NaN
1,QAT,0.023438687986336415
1,ROU,0.0007468003822921343
1,RUS,-0.0076233006162099715
1,RWA,0.00874864421182564
1,SAH,NaN
1,SAU,0.02271705007493141
1,SDN,0.021595205989373367
1,SDS,NaN
1,SEN,0.03143148379999272
1,SLB,0.02764425966909312
1,SLE,0.03891740490134077
1,SLV,0.018032451632768787
1,SMR,0.0013162879700496788
1,SOL,NaN
1,SOM,NaN
1,SRB,0.001802070826287805
1,STP,0.013609456769275052
1,SUR,0.035835804118512726
1,SVK,-0.002401781607176856
1,SVN,-0.00040596412761839673
1,SWE,-0.0035192445761711433
1,SWZ,0.010123661591456612
1,SYR,NaN
1,TCD,0.01837495247436771
1,TGO,0.01853234501655887
1,THA,0.0200415318827607
1,TJK,0.0008292259178426242
1,TKM,0.0069115296010129335
1,TLS,0.01491244439383732
1,TON,0.11486033205699897
1,TTO,0.019088899410054205
1,TUN,0.03195343912579296
1,TUR,0.005053561455147015
1,TUV,0.16313597452505624
1,TWN,NaN
1,TZA,0.01570672968017961
1,UGA,0.011323425075088656
1,UKR,0.0014536795557453797
1,URY,0.011221358549014182
1,USA,0.009026082306727856
1,UZB,0.004888899488790344
1,VEN,0.019596561438682603
1,VNM,0.026609037655531687
1,VUT,0.018247428423423973
1,WSM,0.02576640565639199
1,YEM,0.014948172258350212
1,ZAF,0.009465347636804067
1,ZMB,0.013198130845896605
1,ZWE,0.012030366226721378
2,globe,0.0563860109966301
2,AFG,0.019724067300086023
2,AGO,0.05870248409125889
2,ALB,0.031393169369406504
2,ARE,0.09694017544952738
2,ARG,0.028811730510347022
2,ARM,0.0015107226452986122
2,ATA,NaN
2,ATF,NaN
2,ATG,0.15765366604807318
2,AUS,0.04456183689268367
2,AUT,0.0009320931872160987
2,AZE,0.024063908261309885
2,BDI,0.04628855315849778
2,BEL,0.013662167542901615
2,BEN,0.065086227525321
2,BFA,0.0814206061781848
2,BGD,0.0590660427891605
2,BGR,0.01647001600765763
2,BHR,0.12731343066819956
2,BHS,0.09759593119421384
2,BIH,0.012299454437024515
2,BLR,-0.0062706474695498615
2,BLZ,0.08125968936041561
2,BMU,0.07835747962423634
2,BOL,0.031581511275826646
2,BRA,0.05981611499723494
2,BRB,0.07090605547870599
2,BRN,0.052486365586070116
2,BTN,0.018946108998773248
2,BWA,0.06701561647652632
2,CAF,0.0621745941348919
2,CAN,-0.003988159653025458
2,CHE,0.00045173646877283424
2,CHL,0.017797782413295105
2,CHN,0.031575987372766345
2,CIV,0.06362150160256119
2,CMR,0.07715295096209585
2,COD,0.058135612607218556
2,COG,0.061955742984320494
2,COL,0.0475903309148622
2,COM,0.07621033882147166
2,CPV,0.0751793097930833
2,CRI,0.04551652737358003
2,CUB,NaN
2,CYN,NaN
2,CYP,0.04930071794583335
2,CZE,0.001920534506637317
2,DEU,0.0075594297237833175
2,DJI,0.08769006743138519
2,DMA,0.14175661863048838
2,DNK,0.013775515667919569
2,DOM,0.05674857175760928
2,DZA,0.05090767255277773
2,ECU,0.04188154581320691
2,EGY,0.0706808599343729
2,ERI,0.06644071437837051
2,ESP,0.03481618363021166
2,EST,-0.011211799859316529
2,ETH,0.04382770926109436
2,FIN,-0.019387719639495038
2,FJI,0.05902420461526403
2,FLK,NaN
2,FRA,0.016945660428280496
2,FSM,0.5648233928178648
2,GAB,0.06234156001879665
2,GBR,0.011766572515977458
2,GEO,0.014395708945826424
2,GHA,0.06441555154813727
2,GIN,0.06871533451415801
2,GMB,0.09371142445433644
2,GNB,0.07886782942640602
2,GNQ,0.05565562726526374
2,GRC,0.04095469558051801
2,GRD,0.09285186010065072
2,GRL,NaN
2,GTM,0.05147001638358151
2,GUY,0.082797691712863
2,HKG,0.05948709647423733
2,HND,0.06391453876023134
2,HRV,0.02187543630780575
2,HTI,0.06588855234407842
2,HUN,0.01527591303178144
2,IDN,0.05420434839203914
2,IND,0.0902904175182706
2,IRL,0.009886100369032702
2,IRN,0.043690238315793106
2,IRQ,0.0959194438537756
2,ISL,-0.016783137142850846
2,ISR,0.0531314334749271
2,ITA,0.029608364718730407
2,JAM,0.08086113886689117
2,JOR,0.053149228775244195
2,JPN,0.02734690504457915
2,KAZ,-0.005237669245430898
2,KEN,0.04489693809247597
2,KGZ,-0.0037199020321372345
2,KHM,0.060966581501929795
2,KNA,0.058316291600375436
2,KOR,0.021548946868298113
2,KOS,NaN
2,KWT,0.10329465055010023
2,LAO,0.05249848256280365
2,LBN,0.048167660154114555
2,LBR,0.06016207115576244
2,LBY,0.05932527635151885
2,LKA,0.05240022059794969
2,LSO,0.022175621702513526
2,LTU,-0.004867662345325208
2,LUX,0.00536168058415476
2,LVA,-0.004754183709036686
2,MAR,0.05382884602076499
2,MDA,0.010141335244241434
2,MDG,0.04516853075738658
2,MEX,0.049311551914280605
2,MKD,0.016139865302260414
2,MLI,0.09176727687779729
2,MMR,0.05889552896068628
2,MNE,0.01687327361621227
2,MNG,-0.040613418994558725
2,MOZ,0.06850768061902124
2,MRT,0.09904947424826416
2,MUS,0.05525241132015357
2,MWI,0.056017330653343134
2,MYS,0.059571796377191344
2,NAM,0.06898736476518996
2,NCL,NaN
2,NER,0.08921715667095587
2,NGA,0.06811273300562481
2,NIC,0.0701143434848539
2,NLD,0.07490696299298216
2,NOR,-0.010035922715652679
2,NPL,0.04261198010669376
2,NZL,0.03322396231615676
2,OMN,0.0925155632648067
2,PAK,0.06597869254138944
2,PAN,0.05777163800007301
2,PER,0.03314058734713132
2,PHL,0.062289165580467154
2,PLW,0.0969707786966798
2,PNG,0.039315649708328015
2,POL,0.002433338609046487
2,PRI,0.05910388070269357
2,PRK,NaN
2,PRT,0.02842176180933831
2,PRY,0.05942076062698387
2,PSX,NaN
2,QAT,0.09647450591710638
2,ROU,0.013357761505790267
2,RUS,-0.01623684368026279
2,RWA,0.0407900664470735
2,SAH,NaN
2,SAU,0.09689084201617582
2,SDN,0.08994673141781773
2,SDS,NaN
2,SEN,0.08912008187490605
2,SLB,0.06033252624435237
2,SLE,0.08815571921920329
2,SLV,0.07045957453482687
2,SMR,0.01503514694892405
2,SOL,NaN
2,SOM,NaN
2,SRB,0.01977957269729247
2,STP,0.044343764646967765
2,SUR,0.08374887583600654
2,SVK,0.003913881352552773
2,SVN,0.011002356844269645
2,SWE,-0.00610223407276822
2,SWZ,0.0466772560809261
2,SYR,NaN
2,TCD,0.07671211287952762
2,TGO,0.06745221123037792
2,THA,0.0651469350522107
2,TJK,0.015523059786885396
2,TKM,0.03735602676797756
2,TLS,0.047026267253866605
2,TON,0.148747623453922
2,TTO,0.05869897959833148
2,TUN,0.0730415420498991
2,TUR,0.027735198450105303
2,TUV,0.1974168350318799
2,TWN,NaN
2,TZA,0.056945017280065624
2,UGA,0.04952495828267511
2,UKR,0.0076988888232274455
2,URY,0.031500743600234804
2,USA,0.03636405122089159
2,UZB,0.03022259538583305
2,VEN,0.06840616798895094
2,VNM,0.0666985140198948
2,VUT,0.04838613689212523
2,WSM,0.06650892513707407
2,YEM,0.06241216366196034
2,ZAF,0.043433020852138515
2,ZMB,0.05873861060925756
2,ZWE,0.054828508130304376
3,globe,0.033396918528482145
3,AFG,0.009678960899577316
3,AGO,0.03519149380871056
3,ALB,0.021479099331768614
3,ARE,0.055088189688134115
3,ARG,0.016294301520953347
3,ARM,-0.000970336879784206
3,ATA,NaN
3,ATF,NaN
3,ATG,0.17684572502156937
3,AUS,0.038303669264776685
3,AUT,-0.001303068436491861
3,AZE,0.012509902165231734
3,BDI,0.025925141029562004
3,BEL,0.01081609607338585
3,BEN,0.03733827885511065
3,BFA,0.04626390427015936
3,BGD,0.03844393912287147
3,BGR,0.007938647314189806
3,BHR,0.09969731568578677
3,BHS,0.09821652322114471
3,BIH,0.005282855167176415
3,BLR,-0.005593942287441589
3,BLZ,0.059441747744864326
3,BMU,0.07239407735534131
3,BOL,0.016987836958155977
3,BRA,0.03744279461831623
3,BRB,0.05039389500140512
3,BRN,0.029814509216719687
3,BTN,0.00994057295081463
3,BWA,0.037437383220188636
3,CAF,0.035309208495229116
3,CAN,-0.0031478120875525484
3,CHE,-0.001488253810343676
3,CHL,0.011194306274491472
3,CHN,0.018792600045258512
3,CIV,0.03623922540913149
3,CMR,0.058828491992588994
3,COD,0.03291164442210559
3,COG,0.037408150971073084
3,COL,0.029318195999776364
3,COM,0.04538562317408834
3,CPV,0.06780463513844182
3,CRI,0.02666245231383435
3,CUB,NaN
3,CYN,NaN
3,CYP,0.029893057614661656
3,CZE,-0.0006699525371443027
3,DEU,0.004493169820065646
3,DJI,0.05414986702420577
3,DMA,0.165380719142322
3,DNK,0.017550478199578112
3,DOM,0.03349860064852872
3,DZA,0.029902130524268378
3,ECU,0.02801164940811285
3,EGY,0.04173696209766642
3,ERI,0.03885865285670209
3,ESP,0.02132383772358093
3,EST,-0.00783647824177458
3,ETH,0.024455096151652977
3,FIN,-0.012494596076035758
3,FJI,0.051578393399996925
3,FLK,NaN
3,FRA,0.010082973199369238
3,FSM,0.8273635205492729
3,GAB,0.03896757871880485
3,GBR,0.011010269804174078
3,GEO,0.008934430371688507
3,GHA,0.037282930676964865
3,GIN,0.03903834781126769
3,GMB,0.07042505224207574
3,GNB,0.05073042843199582
3,GNQ,0.03167497967523336
3,GRC,0.025224820382905744
3,GRD,0.08820519891555545
3,GRL,NaN
3,GTM,0.029147171032084307
3,GUY,0.06466777133464352
3,HKG,0.03685800612543311
3,HND,0.037489555610510816
3,HRV,0.011765753666414192
3,HTI,0.04391572470673766
3,HUN,0.007022566057013568
3,IDN,0.03601534379330995
3,IND,0.05038026315935573
3,IRL,0.009841257654284563
3,IRN,0.023561161053913482
3,IRQ,0.05393834344652282
3,ISL,-0.01072675818810609
3,ISR,0.030050790454091647
3,ITA,0.017033565043370835
3,JAM,0.07032404255446334
3,JOR,0.029429964068046433
3,JPN,0.01715310054251029
3,KAZ,-0.005183519101873979
3,KEN,0.026421965649225942
3,KGZ,-0.00413967497189538
3,KHM,0.035005303701971524
3,KNA,0.03300309983211536
3,KOR,0.013450607698109573
3,KOS,NaN
3,KWT,0.06015625439039529
3,LAO,0.029678010782952624
3,LBN,0.034491547251075394
3,LBR,0.03425291203622427
3,LBY,0.03402445632853612
3,LKA,0.034276684386661094
3,LSO,0.011352169126847222
3,LTU,-0.0037736668585073296
3,LUX,0.0015952252569457759
3,LVA,-0.002312448953058932
3,MAR,0.0354990860843849
3,MDA,0.004110069656108939
3,MDG,0.025927724610610214
3,MEX,0.029306735590323818
3,MKD,0.007546426931940742
3,MLI,0.05203427965329488
3,MMR,0.034865690911972225
3,MNE,0.010566526228717343
3,MNG,-0.026078648817439598
3,MOZ,0.0454088097666101
3,MRT,0.056640285061499984
3,MUS,0.031178737748527086
3,MWI,0.03144800147094662
3,MYS,0.04079562745906484
3,NAM,0.038690043475228864
3,NCL,NaN
3,NER,0.050630720416185326
3,NGA,0.04002359576127601
3,NIC,0.04006021479776467
3,NLD,0.1013642827461716
3,NOR,-0.005424287794788429
3,NPL,0.02376993892063739
3,NZL,0.033494647634107144
3,OMN,0.05454004536043322
3,PAK,0.037246726287013976
3,PAN,0.035731856574158005
3,PER,0.01987247876034548
3,PHL,0.04665646114774824
3,PLW,0.08835091310366594
3,PNG,0.025159090469485612
3,POL,0.00010089012372094253
3,PRI,0.04212124736617606
3,PRK,NaN
3,PRT,0.01796411734023895
3,PRY,0.033385937014713596
3,PSX,NaN
3,QAT,0.05532735590616866
3,ROU,0.006665943654950102
3,RUS,-0.011087277602876311
3,RWA,0.022714864455584127
3,SAH,NaN
3,SAU,0.05476976820424739
3,SDN,0.051168806197085415
3,SDS,NaN
3,SEN,0.06210313118406163
3,SLB,0.04879718701217706
3,SLE,0.07037494906717745
3,SLV,0.04154037134389821
3,SMR,0.0073286866252195715
3,SOL,NaN
3,SOM,NaN
3,SRB,0.00963708407781616
3,STP,0.029219151327798842
3,SUR,0.06524922952030954
3,SVK,0.0003704041364966937
3,SVN,0.00458375238249209
3,SWE,-0.0038696352066709405
3,SWZ,0.02603104428520786
3,SYR,NaN
3,TCD,0.04362688774844825
3,TGO,0.04111748897866607
3,THA,0.04194355247465653
3,TJK,0.007224947299634854
3,TKM,0.02011977949429755
3,TLS,0.030900896079082862
3,TON,0.17369960200208445
3,TTO,0.03904844852083267
3,TUN,0.05864525246357388
3,TUR,0.015398427091359412
3,TUV,0.24377334330231082
3,TWN,NaN
3,TZA,0.035090053139455346
3,UGA,0.027946586295859444
3,UKR,0.005610245764013699
3,URY,0.022542376870385628
3,USA,0.022223595137182972
3,UZB,0.01589009875795311
3,VEN,0.04267929389898506
3,VNM,0.04968473728062839
3,VUT,0.03490141375997258
3,WSM,0.04872973892131438
3,YEM,0.03590347944176142
3,ZAF,0.024492959294756256
3,ZMB,0.03296545884376356
3,ZWE,0.03061746636222895
4,globe,0.029494943668893825
4,AFG,0.006118823963194631
4,AGO,0.029658609249007428
4,ALB,0.0152671944192313
4,ARE,0.04864079249477582
4,ARG,0.013065851278801555
4,ARM,-0.00380541441644644
4,ATA,NaN
4,ATF,NaN
4,ATG,0.12912677166858244
4,AUS,0.02856332792524774
4,AUT,-0.004226682355469413
4,AZE,0.009007998121226768
4,BDI,0.021872202001584018
4,BEL,0.005974118848276477
4,BEN,0.03267001592895924
4,BFA,0.04083374564773412
4,BGD,0.03213645277835542
4,BGR,0.0042611875750664385
4,BHR,0.07960220864760625
4,BHS,0.07349332220215565
4,BIH,0.0018374779609853231
4,BLR,-0.00816179417617302
4,BLZ,0.048218809507801774
4,BMU,0.054950023899079437
4,BOL,0.013198980585504616
4,BRA,0.031329115628997206
4,BRB,0.04123958360555369
4,BRN,0.026069798360703
4,BTN,0.007066752633205997
4,BWA,0.0320679469113625
4,CAF,0.03082778426230104
4,CAN,-0.006849284357408503
4,CHE,-0.004308572691362089
4,CHL,0.007511627903507456
4,CHN,0.014479253699567263
4,CIV,0.03167334983302217
4,CMR,0.04691564185805541
4,COD,0.02848279989181246
4,COG,0.03188811163156502
4,COL,0.024084853161811415
4,COM,0.0390648053942555
4,CPV,0.051161165371629735
4,CRI,0.022375320742757276
4,CUB,NaN
4,CYN,NaN
4,CYP,0.02464971754548051
4,CZE,-0.003587009758108106
4,DEU,0.0008103627389295376
4,DJI,0.04646481853824924
4,DMA,0.11932390971306228
4,DNK,0.009606279946560381
4,DOM,0.028689051917035524
4,DZA,0.024279215315372138
4,ECU,0.0222460142350005
4,EGY,0.03543225330836641
4,ERI,0.03325573177946928
4,ESP,0.016264433145167123
4,EST,-0.010948163240817599
4,ETH,0.020454761375004127
4,FIN,-0.015545452356243605
4,FJI,0.039942029975319926
4,FLK,NaN
4,FRA,0.006130674147574178
4,FSM,0.5445272832824664
4,GAB,0.03291196804135521
4,GBR,0.006017841864432105
4,GEO,0.004715757280966404
4,GHA,0.03248860921813179
4,GIN,0.034101364889069785
4,GMB,0.05682275292909522
4,GNB,0.04291257199194032
4,GNQ,0.027455193628131536
4,GRC,0.01967530228251424
4,GRD,0.06699650852903827
4,GRL,NaN
4,GTM,0.02459972928105758
4,GUY,0.051559187324162536
4,HKG,0.031000675405778555
4,HND,0.03201302013262142
4,HRV,0.007622789968000587
4,HTI,0.03640959374237718
4,HUN,0.0034665219079541565
4,IDN,0.02995516868320869
4,IND,0.05187426201640433
4,IRL,0.005305455604096787
4,IRN,0.018825017369119124
4,IRQ,0.04712959782423498
4,ISL,-0.013052313237957969
4,ISR,0.02534251616167138
4,ITA,0.01256013656519439
4,JAM,0.05452358759935061
4,JOR,0.024610099774609262
4,JPN,0.012808895004788656
4,KAZ,-0.007933326414845232
4,KEN,0.022052967827044467
4,KGZ,-0.00683697398032157
4,KHM,0.030685751242173653
4,KNA,0.028726812349843422
4,KOR,0.009233952053802064
4,KOS,NaN
4,KWT,0.05240927388616923
4,LAO,0.025706687226332292
4,LBN,0.026450046113945636
4,LBR,0.029822185593538775
4,LBY,0.028750573252408707
4,LKA,0.028643864006962172
4,LSO,0.007720752879069481
4,LTU,-0.007066410038499171
4,LUX,-0.0012308742005335827
4,LVA,-0.006275164964069879
4,MAR,0.028226999386825158
4,MDA,0.0009452066708530715
4,MDG,0.02183201413071645
4,MEX,0.02419728480569705
4,MKD,0.0039671411676485135
4,MLI,0.04600887971929146
4,MMR,0.0300433501125843
4,MNE,0.005868655013687496
4,MNG,-0.027395411479477993
4,MOZ,0.037472963606564935
4,MRT,0.05002744048421004
4,MUS,0.02635361129199465
4,MWI,0.026867534370341506
4,MYS,0.033784426366800124
4,NAM,0.03325513738167141
4,NCL,NaN
4,NER,0.04476718198271867
4,NGA,0.03471493284744831
4,NIC,0.034926834384718664
4,NLD,0.06922526104884641
4,NOR,-0.0087783086412202
4,NPL,0.01998688872902754
4,NZL,0.02359675357314206
4,OMN,0.047468234129197207
4,PAK,0.03222668713234578
4,PAN,0.030331920192754547
4,PER,0.015533732051097093
4,PHL,0.03766627214927598
4,PLW,0.06808367962907402
4,PNG,0.02059673808772078
4,POL,-0.0030720562081631986
4,PRI,0.03433569310871465
4,PRK,NaN
4,PRT,0.013529974659651556
4,PRY,0.028740138249822467
4,PSX,NaN
4,QAT,0.04860161193063672
4,ROU,0.0027521272676573894
4,RUS,-0.013731990617470213
4,RWA,0.018868094512094036
4,SAH,NaN
4,SAU,0.04815563085237584
4,SDN,0.04521642969818074
4,SDS,NaN
4,SEN,0.05124334680236542
4,SLB,0.03860640357616707
4,SLE,0.055687506479178195
4,SLV,0.03582403952913582
4,SMR,0.004182600012268889
4,SOL,NaN
4,SOM,NaN
4,SRB,0.005885761432702807
4,STP,0.023275422206557206
4,SUR,0.052103778332512896
4,SVK,-0.002733684724090746
4,SVN,0.001247155679474865
4,SWE,-0.007143784719893742
4,SWZ,0.021830499078359766
4,SYR,NaN
4,TCD,0.03846988709154364
4,TGO,0.035246620607721324
4,THA,0.0354427934409669
4,TJK,0.0038195325693695104
4,TKM,0.015979038622577102
4,TLS,0.025607539261599088
4,TON,0.12543869728791757
4,TTO,0.03254217225879663
4,TUN,0.045131769338666805
4,TUR,0.011059193646048904
4,TUV,0.17412911582189206
4,TWN,NaN
4,TZA,0.029380330624675155
4,UGA,0.02393633024471109
4,UKR,0.0012406272164049437
4,URY,0.017271728536190523
4,USA,0.01688976374703066
4,UZB,0.011965887900880823
4,VEN,0.03609630297101596
4,VNM,0.04007530075407395
4,VUT,0.02830259987587591
4,WSM,0.0394351828047006
4,YEM,0.030779478376884883
4,ZAF,0.02007323733362454
4,ZMB,0.028214648020662425
4,ZWE,0.025937030673414574
5,globe,0.024251856273830086
5,AFG,0.007960607000197628
5,AGO,0.021618255087531457
5,ALB,0.014436095971196217
5,ARE,0.03315466146168955
5,ARG,0.010706466282696558
5,ARM,0.0018791331643865927
5,ATA,NaN
5,ATF,NaN
5,ATG,0.09737308819071133
5,AUS,0.022871940068579732
5,AUT,0.0017215985574707826
5,AZE,0.009259553221910855
5,BDI,0.016427012984643996
5,BEL,0.00798108814015075
5,BEN,0.02259413568762958
5,BFA,0.027859378285012726
5,BGD,0.02308117635781448
5,BGR,0.007059483415771339
5,BHR,0.05705596172741867
5,BHS,0.055445517064629524
5,BIH,0.0055756316564936625
5,BLR,-0.0007126765937210955
5,BLZ,0.03487226375343466
5,BMU,0.0415947826850136
5,BOL,0.011738144515365034
5,BRA,0.022767359016086175
5,BRB,0.02968823945658894
5,BRN,0.01813673972641139
5,BTN,0.007330104889248901
5,BWA,0.02347352887966725
5,CAF,0.021521658230337914
5,CAN,0.0010488988201886595
5,CHE,0.001511177388648699
5,CHL,0.007982554384873275
5,CHN,0.0125553846569606
5,CIV,0.0220319578684236
5,CMR,0.03423511133246682
5,COD,0.02026537249088234
5,COG,0.022651470522023986
5,COL,0.01825265828812639
5,COM,0.027391530425488364
5,CPV,0.03896409377742205
5,CRI,0.01663280545518364
5,CUB,NaN
5,CYN,NaN
5,CYP,0.018673030927943257
5,CZE,0.0020274615068021085
5,DEU,0.004695422913608915
5,DJI,0.032182610891386965
5,DMA,0.09119532104166872
5,DNK,0.011668557316235617
5,DOM,0.020432560811380895
5,DZA,0.019216146529128286
5,ECU,0.017370021277799408
5,EGY,0.025664785821490677
5,ERI,0.023805184706974902
5,ESP,0.014165347635478387
5,EST,-0.001716932761108625
5,ETH,0.015641450291291603
5,FIN,-0.004243980281931181
5,FJI,0.03003072800326745
5,FLK,NaN
5,FRA,0.00777235465904802
5,FSM,0.40612166642054026
5,GAB,0.023427767421650314
5,GBR,0.0077929250332524624
5,GEO,0.007364980860887549
5,GHA,0.022552986724994062
5,GIN,0.02377396991492753
5,GMB,0.04070936154328897
5,GNB,0.03001918366580414
5,GNQ,0.019437692986506105
5,GRC,0.016443557746018023
5,GRD,0.05006813932220622
5,GRL,NaN
5,GTM,0.018378081955914505
5,GUY,0.037609175060224764
5,HKG,0.02246018205218392
5,HND,0.022999965463907257
5,HRV,0.009181406593103292
5,HTI,0.02621550746407908
5,HUN,0.006563806423794727
5,IDN,0.021565604372360214
5,IND,0.04850580782079095
5,IRL,0.006888194787768809
5,IRN,0.01601597723817716
5,IRQ,0.03302755396806889
5,ISL,-0.003986207697082245
5,ISR,0.018987074692447203
5,ITA,0.011906961044667597
5,JAM,0.0404128990594641
5,JOR,0.01894942287797874
5,JPN,0.01149980298990605
5,KAZ,-0.00027665426674050586
5,KEN,0.01650689286964746
5,KGZ,0.00016625041231188575
5,KHM,0.021117206369571262
5,KNA,0.020211944896310063
5,KOR,0.009586377699049686
5,KOS,NaN
5,KWT,0.03625544595644836
5,LAO,0.018248882846790826
5,LBN,0.021360307250823274
5,LBR,0.020909388258922412
5,LBY,0.021320037624662058
5,LKA,0.02055749360408954
5,LSO,0.008743742202215632
5,LTU,0.00042175583830816876
5,LUX,0.0030534014205285676
5,LVA,0.0012462443698617598
5,MAR,0.02204370220008456
5,MDA,0.004758081273037673
5,MDG,0.016259822708143412
5,MEX,0.018460713650556126
5,MKD,0.006844775310797413
5,MLI,0.031288788508549326
5,MMR,0.021121421149929098
5,MNE,0.008429646226074672
5,MNG,-0.0123224471486032
5,MOZ,0.0271664972368868
5,MRT,0.033928261826177364
5,MUS,0.01968654983228535
5,MWI,0.01969006776932125
5,MYS,0.024254108926764717
5,NAM,0.02412342329025008
5,NCL,NaN
5,NER,0.030436638711143216
5,NGA,0.02413796671902224
5,NIC,0.02436007218137104
5,NLD,0.056852249755035444
5,NOR,-0.0008597518494152245
5,NPL,0.015121958182640283
5,NZL,0.019955508516709575
5,OMN,0.03270685041028987
5,PAK,0.022961277400538105
5,PAN,0.021536848296763056
5,PER,0.013036283423165651
5,PHL,0.02748599189819334
5,PLW,0.05075541842264708
5,PNG,0.015501684398190996
5,POL,0.0024739091451804196
5,PRI,0.024901572112522974
5,PRK,NaN
5,PRT,0.011854675254155733
5,PRY,0.02073520205259638
5,PSX,NaN
5,QAT,0.033323553931998706
5,ROU,0.0064116438772010564
5,RUS,-0.0036012206366743404
5,RWA,0.014624178230389306
5,SAH,NaN
5,SAU,0.03321754398924992
5,SDN,0.03073907237914475
5,SDS,NaN
5,SEN,0.03629370536868248
5,SLB,0.02854619745771081
5,SLE,0.04046456523212161
5,SLV,0.025168828629929196
5,SMR,0.0062538519963102335
5,SOL,NaN
5,SOM,NaN
5,SRB,0.008073890361531166
5,STP,0.0180923004338589
5,SUR,0.037924150379300636
5,SVK,0.0027605627772342434
