Country Name,ISO,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6850.467599,7552.844003,8197.667959,8994.020079,9784.926785,10698.85039,11682.30246,12431.50422,11355.61354,11931.65829,12973.90027,13037.70037,13670.03764,14437.40671,15522.70405,16531.59892,17632.1306,18872.82196,19787.69915,19283.45231,20605.20111,21806.82279,23105.07529,24279.37169,25875.50267,27116.57626,28185.53904,30004.07863,31698.37147
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23518.2716,23925.57999,24935.29691,25888.86991,27185.04989,28167.07602,29373.53514,30837.84946,32200.60104,33849.23057,35642.46317,36445.05371,37319.5583,38782.74712,40935.60564,43338.50324,45483.55425,47137.56381,47585.67853,46281.4953,47630.90574,49058.92453,50666.43223,52215.94354,54092.87647,55578.09015,56608.44707,58594.47232,61138.83641
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707.439304,4023.68578,4293.274922,4219.477728,4282.99465,4442.703585,4568.757392,4744.820265,4859.974512,5003.161166,5203.03658,5293.947383,5550.438276,5806.673404,6594.173668,6861.588443,7442.555097,7911.929266,8130.123186,8067.700206,8500.097148,8959.515893,9427.082267,9955.453108,10598.66867,11160.37964,11200.42788,11104.41938,11134.80506
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.4986877,594.6766871,550.1401817,552.4105688,567.0860662,573.9088947,583.7138839,589.0550458,634.8457891,617.8396809,600.6752781,633.9734318,639.4484554,661.008422,654.7420992,679.7015488,713.6738644,728.0355856,783.1968713,754.2540731,795.6828256,799.258376,876.2759995,902.6625995,951.1605867,964.8380789,984.6831336,1012.859196,1048.483199
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.914504,2205.866119,2301.841093,2251.352546,2202.096926,2191.388807,2267.989714,2316.484771,2343.897217,2332.662979,2442.50098,2578.21048,2945.251781,3139.679071,3433.443947,3672.153889,3909.120916,4167.553703,4417.395066,4682.435935,4981.358232,5213.837194,5392.096403,5698.166678,6009.989453,6072.477295,5882.98734,5887.573078,5980.285413
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.113449,1946.668287,1954.327959,1949.014135,2013.528897,2133.674214,2267.025546,2354.841603,2427.997275,2593.887498,2718.022213,2817.603917,2842.885733,2927.840836,3123.407089,3313.075744,3506.656122,3732.008257,3881.587489,3730.985879,3887.774401,4163.241326,4458.684533,4697.707027,4950.093415,5174.961924,5400.217904,5687.181631,5523.764152
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19145.38619,20116.46425,20768.30901,21378.21433,22346.11718,23409.69474,24484.18112,26014.33343,27708.5133,29268.5361,31875.23602,33194.04609,34447.20532,34111.80335,35777.15324,37625.56171,40971.26076,43896.7387,46420.20168,44566.0619,45040.31808,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,51338.57326,54422.00802,56772.03593
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18432.49795,19550.27114,20591.34107,21550.32066,22991.94589,24322.55541,26791.01154,28605.26192,28186.27353,30555.33875,36956.3797,37786.83874,37959.79481,38533.08794,42486.40437,47772.43008,54079.75541,55896.78441,61757.24557,55437.53083,57965.52642,62145.02615,65447.49582,67056.11704,66015.4403,60519.97152,58138.43771,62182.84214,63756.34122
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.9613269,825.9444512,855.9546296,885.4690835,953.0553585,981.8166081,1028.549625,1075.047213,1096.960448,1139.558852,1214.984044,1279.532443,1281.411281,1337.483006,1418.660868,1494.627788,1571.99503,1649.306356,1765.030528,1844.102817,1946.058721,2052.547197,2196.118851,2333.145473,2520.689553,2621.766575,2641.971128,2866.542016,3064.449286
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816.38273,5203.830851,5670.057531,6470.453571,7339.304367,8056.696421,10451.93901,13273.48365,13104.48037,13982.20157,15039.31757,15044.56336
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14863.60432,14566.0315,14917.76347,15960.70477,17092.40631,17907.65303,18464.03309,19137.32333,19343.05871,20579.36592,21521.70657,22500.47759,23306.27954,23967.42075,25080.47246,25677.41908,27758.16574,29385.89572,29860.52773,30699.66202,31253.0536,32734.53667,32986.18289,36219.42401,37260.6294,37475.17836,39122.54213,40438.57095,41702.51754
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16671.76832,17307.34101,17936.9706,18558.55162,19400.64887,20196.82855,21094.56041,22067.57468,22844.00958,23755.13807,25233.53599,26012.09321,26845.52392,27621.59181,29084.03743,30462.69716,32467.51763,34035.8721,34906.14981,33989.09539,35244.84802,36691.28644,37684.72463,39000.26386,40154.70449,41303.08114,42364.60003,44183.34444,45935.33444
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22739.72191,23862.08158,25265.22375,26251.01075,26861.42648,28065.3392,29023.42652,31122.83565,32274.60114,32655.63556,34986.15382,36916.87265,36454.36055,35363.22896,35891.78174,36938.61607,39020.84471,40649.82056,43309.56224,44291.07489,44408.58742,41942.12056,43436.87778,42862.89365,41950.78764,41911.08648,42375.54543,41068.33681,41434.64742
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10687.48307,11251.79006,11793.54613,12328.13676,13654.49035,14616.33772,16462.39866,18205.96031,19655.03005,19848.01019,21268.65816,22954.97941,23757.16479,24453.6604,25083.29989,25493.69491,25856.98284,26399.34558,26942.29998
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.002405,2092.958455,2242.209007,2272.332411,2342.064525,2440.610608,2532.653451,2528.826396,2548.877342,2607.203953,2706.43252,2750.394675,2815.116141,2936.770126,3164.243422,3433.223613,3670.481818,3862.100588,3914.611952,3966.565219,3988.656856,4094.527112,4228.513001,4398.38123,4593.96424,4762.296721,4975.654395,5249.206365,5543.897107
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.454419,5646.975273,6121.183994,6473.319476,6661.825734,6780.32417,7040.641248,7470.840283,7946.943362,8211.458455,8454.716158,8522.941831,8683.41252,9044.711519,9802.658752,10636.88888,11691.26125,13202.65612,14523.04302,14554.83079,15311.02913,17099.81883,18806.56302,20111.95122,21167.17679,22237.09305,23195.81113,24472.00985,25508.6321
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3409.302984,3530.681308,3522.120812,3723.090461,4191.260161,4511.593898,4636.047521,4930.387876,4879.816854,4943.311768,5115.127919,5193.024653,5500.92409,5778.612059,6171.598136,6705.08808,7365.736619,8140.979682,8984.079457,9078.556657,9869.070416,10626.07713,11400.33573,12169.12008,12561.21857,12945.25159,13404.22221,13772.29017,14393.4516
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.517106,2611.225974,2615.236127,2669.247977,2779.624576,2902.436693,3057.485347,3198.505359,3145.17373,3217.647206,3361.325849,3459.885946,3566.98384,3736.355692,4013.774343,4255.375298,4531.986252,4877.472739,5093.578334,5106.399206,5468.305507,5689.760941,6081.936667,6514.667171,6930.764463,7313.409805,7784.136699,8340.331331,8935.300183
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9827.548032,10555.02677,11004.37253,10751.88041,11542.56022,12490.96696,12741.17578,13467.99549,13310.09425,12905.37738,13351.13817,14534.21661,15437.15935,15407.27493,16429.69279,18297.00065,18531.53966,18124.65347,19352.50377
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.204334,1592.080451,1811.452487,2141.935174,2264.315541,2182.903931,2337.468546,2229.397402,2116.996717,2135.980511,2081.394141,2079.293948,2065.952291,2106.761791,2176.582228,2335.093155,2404.683387,2678.194941,2656.819902,2791.801966,3039.777348,3069.74206,3205.913001,3318.67091,3761.47551,4080.173386,4208.78221,4269.431244,4298.653911
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6175.624299,5915.540589,6183.525121,6549.983615,7029.081372,7664.955029,8254.596495,8922.218528,9471.456122,10022.39536,10652.93681,11101.96048,11781.07089,12257.14487,13341.1,13895.92354,15142.18487,16787.97025,18310.44321,19246.44868,21048.33052,22850.63885,23833.2097,24719.24751,25612.25783,26856.06506,27735.35085,29930.99178,32356.52217
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.308185,1451.811441,1492.629986,1497.046701,1489.27224,1522.267625,1598.721958,1684.705856,1802.264389,1875.253863,1919.775861,1997.931717,2075.26667,2023.224713,2296.015146,2452.299621,2634.074052,2795.661937,2958.433974,3045.533002,3184.713895,3306.58941,3463.846415,3630.629679,3760.018078,3808.014006,3868.058929,3899.884067,3968.60328
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14423.78702,15147.64829,16095.72512,17097.75899,18025.63291,19063.85934,19640.50272,20760.35557,22028.15918,23432.96923,24672.33756,26748.01329,27384.78362,27890.78341,31141.05605,31518.4847,32150.48833,32821.89961,33036.52581,32816.94611,33229.92303,34195.65107,35286.05921,36207.67954,37053.7532,37715.36186,38383.03576,39006.3906,39470.85608
"Korea, Dem. People’s Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11762.87498,12721.16195,13163.03217,13183.43324,13558.34314,14385.59452,14902.56408,15791.04925,16691.55725,17723.46332,18886.91107,19540.6208,20367.66441,20840.87719,21475.6372,22739.58966,24655.36166,25705.94849,26631.56396,26469.10124,27308.18616,26780.21491,26454.1026,27899.50947,28746.65308,29684.69167,31042.00577,32554.29752,34065.20768
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147.915471,5366.971588,5443.412266,5705.610834,5991.90864,6383.427958,6452.948608,6691.473294,6625.911697,6491.843206,6353.237862,6313.615515,6292.121243,6565.983676,6896.878338,7146.774004,7600.70403,8111.137929,8674.8955,8601.540165,9541.371804,10016.77037,10015.48605,10898.44902,11486.94437,11807.77259,12287.98588,12971.68385,13570.86254
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.697074,2427.924586,2392.840124,2668.891591,3007.949074,3220.687463,2934.99453,2651.48523,2297.572335,2600.928833,2872.854417,3199.431134,3087.761911,3294.411027,3465.978728,3695.023886,3937.239913,4405.778573,4656.126176,4728.009206,4697.286797,4799.105387,4967.187882,5117.754563,5148.473073
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666.584331,2697.426448,2860.272076,2957.053173,3111.763162,3241.000003,3366.466499,3327.761223,3383.586205,3587.439832,3586.777868,3676.793046,3780.523863,3880.31462,4108.63283,4268.106145,4441.52885,4540.567093,4647.629707,4550.656644,4678.884409,4906.83949,5025.809345,5209.982743,5468.933958,5669.78622,5837.406155,6115.004003,6400.16378
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17861.15901,18540.8936,19170.09603,19682.41052,20555.55985,21442.01032,22352.57319,23359.35687,24154.57364,25205.32025,26801.21972,27748.64825,28724.18024,29642.02184,31240.93714,32772.08176,34870.82682,36587.09034,37498.88751,36493.81082,37771.26275,39186.69225,40229.70043,41651.22174,42828.13648,43923.8039,45105.72447,47037.19773,48949.95621
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86169.39433,88138.42244,92091.2766,91451.60854,101329.4787,97768.57115,107541.4558,109362.5076,111255.9944,108953.6771,117518.7009,124024.5682,122674.7237,122495.788,123308.2023,123822.0833,123573.6308,124609.3041,126597.6391
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.153424,4787.755641,4508.090427,4691.835576,4987.689464,5420.656232,5738.187379,5563.499385,5544.248989,5596.487839,5848.904178,6521.376575,7162.323773,7551.587209,8982.149501,9602.129587,11544.63334,13686.90025,16782.18559,16635.30121,16966.47356,17907.64749,18931.48671,19797.36432,20623.35348,21631.80621,23868.13881,26595.42643,
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010.381893,7845.757295,6855.502699,6416.870203,5737.193871,5613.282955,5517.86213,5699.949698,5465.059767,5914.341489,6825.406038,7361.3838,8037.499482,9254.560297,10226.78475,11822.3709,14912.2453,16648.24467,20163.61168,19389.94213,20490.12944,24310.04397,25784.56716,26240.2745,25751.51414,24061.09937,24072.27793,25766.92881,27147.33358
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2797933,584.1104644,668.5278377,672.8974981,360.7920746,506.6221246,564.5695475,612.4141822,621.6033075,610.2663072,639.2808734,683.1190856,767.2075985,786.5232393,855.5195742,947.4671317,1042.260637,1123.836451,1240.104995,1292.678894,1367.832989,1467.961708,1588.51644,1651.587257,1766.680697,1895.112045,1978.270386,2082.293635,2253.520006
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.960147,1316.714477,1393.826548,1457.031669,1544.815621,1651.915263,1761.107915,1821.539519,1906.628364,2044.003403,2134.145279,2232.854139,2310.124715,2478.764137,2691.483566,2940.536807,3210.37449,3481.181469,3606.823341,3833.502551,4112.38723,4351.077423,4614.498201,4915.605476,5288.980945,5671.535676,6097.716106,6563.34979,7079.540655
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27709.39272,31887.13321,32913.51944,32334.66216,32387.04553,32381.92139,33142.06889,33430.0527,34123.05843,32634.68326,34440.70584,33886.43082,32527.4347,35787.18204,38515.94714,40726.05788,41927.62125,42654.27419,44945.32113,43119.88439,44498.67574,48473.70921,50491.5474,51188.96364,52550.79246,53897.94398,54159.80176,53693.36424,55119.91466
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.53876,1238.572707,1315.621383,1372.150398,1378.917578,1453.284201,1526.142468,1670.77186,1714.977359,1745.100593,1845.523341,1953.48384,2053.798124,2191.622002,2273.597495,2450.7385,2702.901009,3011.096455,3220.329656,3262.020338,3327.142295,3643.092161,4152.156101,4306.149338,4397.809343,4551.996918,4703.856808,4880.261517,4759.281882
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.67839,1551.262517,1559.16636,1570.355814,1559.202954,1633.060228,1654.03607,1693.692663,1771.699982,1867.220846,1923.982135,2007.413896,2003.101585,2123.433736,2251.253122,2389.98818,2458.169034,2579.774467,2664.229276,2667.307426,2718.906572,2739.335655,2854.119263,2903.740826,3067.034049,3205.894499,3351.536617,3556.137758,3775.868008
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22655.11867,24286.78147,25705.58507,28598.32339,31448.46549,33390.07703,35086.41501,37384.43701,35740.22735,38026.44922,41662.74367,41000.41843,42886.18105,46342.2965,51612.82421,55809.70032,60745.45587,65230.10844,64230.63596,62873.49475,71565.99973,76034.33406,78978.82285,82881.407,86611.51359,89007.4608,91452.04273,96552.60261,101352.5766
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.941498,1301.901268,1458.650215,1509.100959,1635.921618,1757.265612,1767.771692,1723.504526,1725.436439,1694.652176,1445.486216,1323.152176,1271.979014,1344.05534,1411.468413,1497.183021,1611.374044,1735.894554,1853.137449,1737.972493,1832.831556,2064.595793,2142.507028,2185.86876,2216.265025,2235.826949,2276.800108,2339.380668,2409.410477
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.1181546,851.5159759,705.4856233,735.3014956,739.6555338,695.6926899,719.3999565,685.2001631,697.8469653,681.3313251,723.1020523,667.3971627,820.5143366,872.2546754,913.9100037,947.9151529,985.790854,1064.550355,1116.993886,1135.631121,1183.330094,1255.453038,1440.997449,1730.996317,1803.863023,1416.366137,1486.044852,1544.42929,1603.505074
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.948169,3030.723642,3271.936482,3496.500621,3690.621738,3899.668959,3960.385259,4114.232215,4233.042812,4351.598323,4466.049,4573.700105,4691.684659,4827.606845,4977.06026,5246.3723,5614.57373,5847.264082,6062.037048,5955.813866,6152.4346,6492.562131,6773.48214,7014.786658,7236.25469,7453.284119,7686.02636,7972.76859,8316.988971
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49484.34428,53243.62824,58209.82959,60124.60568,64038.2942,64432.43081,67251.79035,71286.91179,74272.13113,78463.94477,85274.41008,87290.42012,75725.33716,72075.29692,65725.56752,61073.15925,59430.98471,59290.9167,59697.44342,61250.86378,63037.12578,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.093186,5095.069408,5570.884324,5792.434738,5181.04438,5726.12768,6137.756376,6800.927838,7197.872871,8064.498635,9181.699582,10198.53684,11225.41136,12632.10895,12536.55192,12797.32023,13746.91543,13933.85986,14629.06834,14659.61304,14922.1341,15615.2796,16433.38246,
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.951184,1732.983248,1721.933766,1703.419076,1710.911714,1757.614322,1834.211341,1883.289767,1901.730355,1921.497282,1980.471849,2060.218371,2170.220955,2248.461843,2398.965175,2559.811925,2726.760705,2907.479894,3044.341638,3090.504991,3220.642169,3347.447916,3454.838857,3602.643779,3749.445204,3802.699952,3800.122516,3878.02371,3966.293509
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.905232,3830.451863,3930.560172,3701.001267,1976.873297,2222.629977,2296.774311,2039.750617,1811.677392,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.9762,1734.051767,1723.09728,1704.668567,1712.13981,1758.817749,1835.465474,1884.705613,1903.258917,1923.036733,1982.027355,2061.720492,2171.71058,2249.834039,2400.279916,2561.265078,2728.366843,2909.271418,3046.056804,3092.161033,3222.369625,3349.328268,3456.723774,3604.628032,3751.504115,3804.833742,3802.332525,3880.322106,3968.674942
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9868.764258,10357.00525,10857.11358,11423.12377,12547.16885,13413.64189,15027.14835,16472.23994,17642.67346,17702.23102,18840.57022,20200.80609,20900.14594,21526.19104,22080.76601,22472.35773,22722.40944,23213.6257,23762.21263
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.192121,1638.861593,1743.923678,1819.323373,1961.42077,2147.582509,2213.778856,2372.815429,2382.691649,2507.202712,2612.010147,2689.201204,2813.153487,2997.322455,3086.025098,3189.251813,3312.727969,3412.558163
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6759.85989,7040.959817,7098.734231,6663.218639,6922.467724,6959.714663,7056.418734,7487.882759,7650.803286,7561.280327,7799.400009,8207.121207,8469.853249,9063.396066,9981.176965,10630.65723,11453.88116,12218.946,12824.41663,13159.70857,13841.41492,14788.068,15303.70159,15851.99662,16018.08688,15472.9779,14622.05054,15002.41986,15497.88847
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135.348551,7428.517037,8026.263784,8648.076344,9360.743714,10068.38247,10613.20466,10700.7066,11356.65849,12371.35576,13294.49459,14139.73941,15188.18635,16616.13454,18864.64474,21165.11305,23691.64388,23059.23564,24962.27937,25835.00476,26647.42196,27897.59857,28927.66876,29691.52303,30895.98943,32371.22295,34329.2962
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12314.65445,11590.74244,11223.66948,11844.46956,12756.59801,13556.11422,14271.95432,15270.92715,16040.70721,17067.16291,18050.3756,18955.2831,20305.02222,21133.63659,22776.85559,23945.25534,25763.16149,27605.6371,29624.19018,27475.9859,27739.34822,28804.70152,28900.87803,29796.81199,30844.59362,31645.46588,33183.99737,36153.38312,38674.35334
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120.52869,20422.89474,20525.56083,20458.6672,21595.66502,22814.83055,23634.02803,24496.82242,25544.73292,27181.36225,29320.70202,29679.24623,30636.36013,31512.93086,33567.30607,34006.10428,37463.61682,40628.14847,41904.12918,39694.97557,41632.68589,43808.50116,44774.3869,45721.99486,46572.45599,48436.97512,49084.06554,51404.78539,53119.7057
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655.331625,3741.533642,3851.266013,3970.123551,4061.14234,4256.247414,4411.845581,4541.1174,4632.512345,4769.01094,4905.545911,5025.168608,5299.74798,5587.108417,5925.26482,6449.370652,7005.219973,7465.188289,7619.631158,7742.411409,8073.512465,8370.819837,8873.800376,9542.555669,9836.790444,9899.294859,10237.8624,10526.11005,10721.64259
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31831.67579,33410.67978,36340.24464,36245.90974,35356.26954,35547.70212,35050.42282,34568.38463,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9225.468909,9671.049624,10551.28346,11234.0437,11082.8742,11058.06624,11642.20996,13104.88479,14087.80844,14275.56893,14684.04361,14652.49076,14611.1608,14165.73618,14184.8837,15870.28455,17520.16314,19764.54473,19280.3927,19137.3887,19948.41572,22556.58257,23051.79171,24412.8862,25594.10396,26546.40585,27672.51882,29062.26285,30503.18752
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19845.63099,19315.78149,19541.63676,20862.89067,21958.80232,22809.20614,23873.42061,25325.99159
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.8190101,782.2507915,836.9536078,699.3901517,761.5436281,761.4028942,766.1920666,795.7545338,831.126014,807.8928128,789.0857645,866.9534573,919.30299,1033.579668,1365.774154,1593.191325,1595.093799,1635.096706,1661.636622,1688.082282,1875.557261,1852.938156,1988.064823,2067.796467,2179.247741,2191.741795,2012.817316,1929.472752,1964.787187
